tick,timestamp,total_orders,delivered,reassigned,failed,on_time_rate,avg_distance,agents_busy,cost_saved_inr
45,1774021389.4460294,166,52,15,1,98.1,41.33,20,6976
45,1774025599.942302,166,50,8,3,94.3,42.92,20,5754
45,1774026206.7777412,166,52,18,1,98.1,42.19,20,6440
46,1774021392.4597468,169,52,15,1,98.1,39.97,20,7825
46,1774025603.022509,169,50,8,3,94.3,41.81,20,6420
46,1774026209.7865212,169,52,18,2,96.3,40.67,20,7388
47,1774021395.4975545,169,52,15,1,98.1,39.32,20,8231
47,1774025606.0396953,169,50,8,3,94.3,41.04,20,6882
47,1774026212.7932086,169,52,19,2,96.3,39.07,20,8387
48,1774021398.5807276,172,53,15,1,98.1,39.43,20,8319
48,1774025609.0664115,172,51,9,3,94.4,40.1,20,7595
48,1774026215.7994804,172,53,19,2,96.4,39.27,20,8421
49,1774021401.596271,172,54,16,1,98.2,39.43,20,8476
49,1774025612.097715,172,52,9,3,94.5,40.0,20,7806
49,1774026218.8454778,172,54,20,2,96.4,39.22,20,8612
50,1774021404.6122067,175,56,16,1,98.2,40.72,20,7923
50,1774025615.1053545,175,54,10,3,94.7,41.11,20,7387
50,1774026221.8950765,175,56,20,2,96.6,40.25,20,8239
51,1774021407.6449175,175,56,16,1,98.2,39.83,20,8521
51,1774025618.1098871,175,55,10,3,94.8,40.74,20,7768
51,1774026224.9088774,175,56,20,3,94.9,39.1,20,9012
52,1774021410.6895652,178,56,16,1,98.2,38.99,20,9085
52,1774025621.115322,178,55,10,3,94.8,39.81,20,8382
52,1774026227.9157934,178,56,20,3,94.9,38.24,20,9589
53,1774021413.702181,178,59,16,1,98.3,40.12,20,8772
53,1774025624.1259167,178,56,10,3,94.9,39.48,20,8756
53,1774026230.9268987,178,58,20,3,95.1,38.67,20,9633
54,1774021416.7151518,181,59,16,1,98.3,40.12,20,8772
54,1774025627.1357512,181,57,10,3,95.0,38.94,20,9282
54,1774026233.9409444,181,58,20,3,95.1,37.25,20,10621
55,1774021419.7841387,181,59,16,2,96.7,39.05,20,9530
55,1774025630.1418834,181,57,10,3,95.0,37.95,20,9959
55,1774026236.9697802,181,58,20,3,95.1,36.42,20,11199
56,1774021422.8092637,184,59,16,2,96.7,38.92,20,9622
56,1774025633.1491776,184,58,10,3,95.1,37.47,20,10468
56,1774026240.100317,184,58,20,3,95.1,35.65,20,11735
57,1774021425.8233802,184,59,16,2,96.7,38.12,20,10188
57,1774025636.1582425,184,59,11,3,95.2,36.86,20,11080
57,1774026243.1142154,184,58,20,3,95.1,34.94,20,12229
58,1774021428.8403392,187,60,16,2,96.8,37.72,20,10649
58,1774025639.1702604,187,60,12,3,95.2,36.81,20,11304
58,1774026246.1260805,187,59,21,3,95.2,35.13,20,12305
59,1774021431.8564873,187,60,16,2,96.8,36.93,20,11218
59,1774025642.1948874,187,61,13,3,95.3,36.02,20,12071
59,1774026249.1401844,187,59,21,3,95.2,34.47,20,12772
60,1774021434.870706,190,61,17,2,96.8,36.3,20,11866
60,1774025645.2015028,190,62,15,3,95.4,35.64,20,12551
60,1774026252.1632257,190,60,22,3,95.2,34.25,20,13147
61,1774021437.888057,190,62,17,2,96.9,35.99,20,12291
61,1774025648.2074285,190,64,15,3,95.5,35.93,20,12733
61,1774026255.1866152,190,61,23,3,95.3,33.34,20,14032
62,1774021440.9040465,193,62,17,2,96.9,35.4,20,12730
62,1774025651.2134404,193,64,15,3,95.5,34.99,20,13455
62,1774026258.1983383,193,61,24,3,95.3,32.31,20,14786
63,1774021443.95418,193,63,17,2,96.9,35.18,20,13101
63,1774025654.221411,193,64,15,3,95.5,34.24,20,14031
63,1774026261.2257457,193,62,24,3,95.4,32.22,20,15096
64,1774021446.9692483,196,64,19,2,97.0,33.54,20,14569
64,1774025657.2315986,196,64,15,5,92.8,33.19,20,14838
64,1774026264.2372065,196,62,26,3,95.4,30.92,20,16063
65,1774021449.9848797,196,64,19,2,97.0,32.88,20,15076
65,1774025660.2379582,196,64,15,5,92.8,32.56,20,15322
65,1774026267.2522483,196,62,26,4,93.9,30.12,20,16658
66,1774021453.0050628,199,66,19,2,97.1,33.69,20,14905
66,1774025663.2484107,199,64,15,6,91.4,31.31,20,16282
66,1774026270.265402,199,64,26,4,94.1,30.84,20,16643
67,1774021456.019938,199,69,19,2,97.2,34.84,20,14631
67,1774025666.2601972,199,67,15,6,91.8,32.25,20,16289
67,1774026273.2741966,199,67,26,4,94.4,32.0,20,16490
68,1774021459.0320315,202,69,19,2,97.2,33.88,20,15426
68,1774025669.2722695,202,67,17,6,91.8,31.24,20,17101
68,1774026276.2933092,202,67,27,4,94.4,31.74,20,16699
69,1774021462.048016,202,70,19,2,97.2,33.85,20,15674
69,1774025672.2892456,202,69,18,6,92.0,31.53,20,17371
69,1774026279.3136241,202,68,27,4,94.4,31.75,20,16940
70,1774021465.0639231,205,70,19,2,97.2,33.14,20,16271
70,1774025675.3140411,205,70,18,6,92.1,32.28,20,16993
70,1774026282.3302963,205,69,27,4,94.5,31.96,20,17015
71,1774021468.099779,205,70,19,2,97.2,32.59,20,16733
71,1774025678.3253691,205,72,18,6,92.3,32.67,20,17142
71,1774026285.3511286,205,69,27,4,94.5,31.49,20,17405
72,1774021471.1829603,208,70,19,2,97.2,32.1,20,17144
72,1774025681.3330402,208,72,18,6,92.3,32.44,20,17340
72,1774026288.4209833,208,70,27,4,94.6,32.38,20,16909
73,1774021474.1952348,208,70,19,2,97.2,31.66,20,17514
73,1774025684.434353,208,72,18,7,91.1,31.42,20,18222
73,1774026291.5208745,208,71,27,4,94.7,32.48,20,17066
74,1774021477.2137983,211,71,19,2,97.3,31.78,20,17662
74,1774025687.564178,211,74,19,7,91.4,31.74,20,18444
74,1774026294.5616243,211,74,27,4,94.9,33.36,20,17005
75,1774021480.2715497,211,72,19,2,97.3,31.94,20,17772
75,1774025690.574053,211,75,20,7,91.5,31.91,20,18540
75,1774026297.59256,211,75,27,4,94.9,33.38,20,17217
76,1774021483.3494747,214,72,19,2,97.3,31.78,20,17911
76,1774025693.587119,214,77,20,7,91.7,33.75,20,17334
76,1774026300.6174152,214,75,28,4,94.9,32.56,20,17955
77,1774021486.363704,214,74,19,2,97.4,32.43,20,17831
77,1774025696.598204,214,79,20,7,91.9,34.21,20,17348
77,1774026303.635994,214,77,28,4,95.1,33.02,20,18009
78,1774021489.373076,217,74,19,2,97.4,31.75,20,18435
78,1774025699.6111155,217,79,20,7,91.9,33.82,20,17718
78,1774026306.6503372,217,77,28,4,95.1,32.21,20,18757
79,1774021492.3891447,217,75,19,2,97.4,31.7,20,18729
79,1774025702.6241727,217,79,20,7,91.9,33.18,20,18325
79,1774026309.6612742,217,79,28,4,95.2,32.51,20,18960
80,1774021495.40088,220,76,19,2,97.4,31.67,20,19006
80,1774025705.6310868,220,81,20,7,92.0,33.14,20,18828
80,1774026312.6684785,220,80,28,4,95.2,33.02,20,18710
81,1774021498.4111524,220,76,19,2,97.4,31.14,20,19489
81,1774025708.6415286,220,81,20,7,92.0,32.55,20,19401
81,1774026315.6776052,220,80,28,4,95.2,32.28,20,19421
82,1774021501.4351325,223,77,19,2,97.5,31.84,20,19099
82,1774025711.6559443,223,84,20,7,92.3,34.34,20,18315
82,1774026318.6874204,223,81,28,4,95.3,32.43,20,19518
83,1774021504.4912574,223,78,19,2,97.5,31.79,20,19394
83,1774025714.6670895,223,85,20,7,92.4,34.17,20,18707
83,1774026321.697362,223,82,28,4,95.3,32.17,20,20015
84,1774021507.5763905,226,80,20,2,97.6,31.82,20,19862
84,1774025717.787963,226,86,21,7,92.5,32.84,20,20299
84,1774026324.7061458,226,84,28,4,95.5,33.06,20,19606
85,1774021510.5909255,226,82,21,3,96.5,30.61,20,21550
85,1774025720.9353042,226,89,21,7,92.7,33.75,20,20036
85,1774026327.7136407,226,86,28,4,95.6,33.24,20,19887
86,1774021513.6069376,229,82,21,3,96.5,31.22,20,20949
86,1774025723.9478698,229,89,21,7,92.7,33.14,20,20687
86,1774026330.720458,229,86,28,4,95.6,32.24,20,20919
87,1774021516.6586492,229,83,21,3,96.5,31.22,20,21205
87,1774025726.9641337,229,89,21,8,91.8,32.23,20,21659
87,1774026333.730659,229,88,28,4,95.7,32.57,20,21057
88,1774021519.7765112,232,84,22,3,96.6,31.11,20,21571
88,1774025729.9795177,232,90,22,8,91.8,31.65,20,22529
88,1774026336.844866,232,89,28,4,95.7,32.88,20,20965
89,1774021522.789009,232,86,22,3,96.6,31.57,20,21610
89,1774025732.9914465,232,92,22,8,92.0,32.13,20,22500
89,1774026339.9428883,232,92,28,4,95.8,33.9,20,20545
90,1774021525.8046303,235,86,22,3,96.6,31.24,20,21951
90,1774025736.0032873,235,92,22,8,92.0,31.74,20,22930
90,1774026342.9563923,235,92,29,4,95.8,33.05,20,21484
91,1774021528.9131005,235,88,22,3,96.7,31.75,20,21923
91,1774025739.0154614,235,93,22,8,92.1,31.61,20,23324
91,1774026345.9735792,235,93,30,4,95.9,32.53,20,22298
92,1774021531.9969306,238,89,22,3,96.7,31.97,20,21937
92,1774025742.0245945,238,93,22,8,92.1,31.67,20,23257
92,1774026348.9866173,238,93,30,5,94.9,31.8,20,23112
93,1774021535.0047686,238,90,22,3,96.8,32.23,20,21902
93,1774025745.034843,238,94,22,8,92.2,31.57,20,23620
93,1774026352.0006602,238,97,31,5,95.1,33.06,20,22640
94,1774021538.02057,241,92,22,3,96.8,33.09,20,21440
94,1774025748.049334,241,96,22,8,92.3,32.58,20,22959
94,1774026355.0105672,241,97,31,5,95.1,32.77,20,22977
95,1774021541.030928,241,93,23,3,96.9,33.44,20,21282
95,1774025751.1020753,241,97,22,8,92.4,32.46,20,23338
95,1774026358.0204577,241,97,31,5,95.1,32.21,20,23629
96,1774021544.0398676,244,95,25,3,96.9,35.16,20,19779
96,1774025754.2164705,244,98,23,8,92.5,33.07,20,22861
96,1774026361.0309098,244,99,31,5,95.2,33.81,20,22216
97,1774021547.0489175,244,95,25,4,96.0,34.76,20,20235
97,1774025757.2240865,244,98,23,9,91.6,32.17,20,23920
97,1774026364.0386605,244,99,31,5,95.2,33.18,20,22964
98,1774021550.1175377,247,96,25,4,96.0,34.94,20,20241
98,1774025760.2314503,247,98,25,9,91.6,30.09,20,26366
98,1774026367.0467758,247,100,31,5,95.2,33.83,20,22416
99,1774021553.2317755,247,96,25,7,93.2,33.31,20,22118
99,1774025763.240862,247,99,26,9,91.7,29.53,20,27300
99,1774026370.055119,247,101,31,5,95.3,33.78,20,22701
100,1774021556.2423651,250,98,25,7,93.3,33.59,20,22250
100,1774025766.2532947,250,100,27,9,91.7,29.02,20,28188
100,1774026373.0662346,250,102,32,5,95.3,34.41,20,22154
101,1774021559.2577517,250,99,25,7,93.4,33.77,20,22263
101,1774025769.2621253,250,101,27,9,91.8,28.96,20,28543
101,1774026376.075421,250,104,32,5,95.4,34.91,20,21965
102,1774021562.2700276,253,99,26,7,93.4,32.73,20,23499
102,1774025772.2738576,253,102,27,9,91.9,28.98,20,28801
102,1774026379.0885062,253,105,33,5,95.5,34.31,20,22932
103,1774021565.2848105,253,100,26,8,92.6,32.7,20,23772
103,1774025775.2864501,253,104,27,9,92.0,29.44,20,28791
103,1774026382.099326,253,105,33,6,94.6,33.02,20,24557
104,1774021568.294255,256,101,27,9,91.8,31.55,20,25404
104,1774025778.294297,256,106,27,9,92.2,30.55,20,27933
104,1774026385.1114216,256,105,33,6,94.6,32.62,20,25061
105,1774021571.4522767,256,104,29,9,92.0,32.06,20,25522
105,1774025781.374018,256,109,27,9,92.4,31.78,20,27115
105,1774026388.1261654,256,106,33,6,94.6,32.49,20,25465
106,1774021574.5191228,259,105,29,9,92.1,32.23,20,25553
106,1774025784.4750605,259,110,28,9,92.4,32.74,20,26096
106,1774026391.1354194,259,106,34,6,94.6,31.5,20,26725
107,1774021577.5309684,259,105,29,9,92.1,31.88,20,25994
107,1774025787.4902341,259,112,28,9,92.6,33.47,20,25590
107,1774026394.1488302,259,107,34,6,94.7,31.52,20,26951
108,1774021580.5459783,262,105,29,9,92.1,31.48,20,26498
108,1774025790.506881,262,113,28,9,92.6,33.46,20,25832
108,1774026397.1608677,262,108,34,6,94.7,32.02,20,26555
109,1774021583.5606637,262,107,30,9,92.2,32.08,20,26232
109,1774025793.515386,262,114,28,9,92.7,33.55,20,25937
109,1774026400.1710377,262,109,34,6,94.8,32.09,20,26709
110,1774021586.5732803,265,108,30,10,91.5,31.16,20,27670
110,1774025796.5284085,265,114,28,9,92.7,33.78,20,25623
110,1774026403.183529,265,111,34,6,94.9,32.76,20,26307
111,1774021589.589376,265,108,31,10,91.5,30.4,20,28655
111,1774025799.569764,265,114,28,9,92.7,33.33,20,26238
111,1774026406.2033966,265,112,35,7,94.1,32.32,20,27135
112,1774021592.6647835,268,110,31,10,91.7,32.67,20,26189
112,1774025802.670894,268,115,29,9,92.7,33.47,20,26275
112,1774026409.21201,268,113,36,7,94.2,33.42,20,25886
113,1774021595.7321131,268,111,31,10,91.7,33.09,20,25867
113,1774025805.687008,268,115,29,9,92.7,33.04,20,26869
113,1774026412.2203252,268,113,36,8,93.4,32.68,20,26889
114,1774021598.751761,271,113,32,10,91.9,33.43,20,25872
114,1774025808.7108278,271,116,29,9,92.8,32.8,20,27436
114,1774026415.2322772,271,115,36,8,93.5,34.48,20,24881
115,1774021601.811141,271,114,32,10,91.9,33.85,20,25527
115,1774025811.7309709,271,117,29,9,92.9,33.0,20,27392
115,1774026418.2366457,271,115,36,8,93.5,34.09,20,25420
116,1774021604.8981032,274,116,34,10,92.1,34.35,20,25279
116,1774025814.7474296,274,117,29,9,92.9,33.2,20,27111
116,1774026421.2436533,274,115,36,10,92.0,33.16,20,26703
117,1774021607.9179535,274,116,34,11,91.3,33.46,20,26518
117,1774025817.7609434,274,117,29,9,92.9,32.91,20,27518
117,1774026424.250262,274,116,36,10,92.1,33.37,20,26643
118,1774021610.9355357,277,117,35,11,91.4,34.24,20,25651
118,1774025820.789767,277,120,29,9,93.0,34.94,20,25301
118,1774026427.3940125,277,118,38,10,92.2,33.82,20,26465
119,1774021613.947802,277,117,36,13,90.0,32.63,20,27912
119,1774025823.8065457,277,124,29,9,93.2,37.16,20,22841
119,1774026430.4503925,277,118,38,11,91.5,33.03,20,27584
120,1774021616.9562752,280,117,36,13,90.0,32.79,20,27687
120,1774025826.8234494,280,125,30,9,93.3,38.58,20,20895
120,1774026433.4557686,280,120,39,11,91.6,34.17,20,26410
121,1774021619.9674504,280,118,36,13,90.1,33.11,20,27470
121,1774025829.8452823,280,127,30,9,93.4,39.46,20,19888
121,1774026436.4606683,280,120,39,11,91.6,33.84,20,26885
122,1774021622.9831843,283,120,36,13,90.2,34.24,20,26309
122,1774025832.9037895,283,127,30,9,93.4,39.15,20,20361
122,1774026439.4708073,283,120,39,11,91.6,33.81,20,26928
123,1774021625.9987817,283,121,36,13,90.3,34.67,20,25904
123,1774025835.9196942,283,129,31,9,93.5,39.46,20,20201
123,1774026442.4789124,283,121,40,11,91.7,34.11,20,26717
124,1774021629.0162687,286,121,36,13,90.3,35.11,20,25265
124,1774025838.929761,286,131,32,9,93.6,39.19,20,20939
124,1774026445.4838843,286,121,40,11,91.7,33.84,20,27109
125,1774021632.0653102,286,122,36,13,90.4,35.54,20,24844
125,1774025842.0036924,286,132,33,9,93.6,38.55,20,22113
125,1774026448.4923952,286,122,40,11,91.7,34.21,20,26791
126,1774021635.1337547,289,123,36,13,90.4,36.32,20,23896
126,1774025845.0204897,289,133,33,9,93.7,38.62,20,22168
126,1774026451.6736493,289,125,40,11,91.9,35.33,20,25770
127,1774021638.1453805,289,124,36,13,90.5,36.75,20,23451
127,1774025848.1112857,289,134,33,9,93.7,38.49,20,22544
127,1774026454.6988306,289,126,40,11,92.0,35.6,20,25568
128,1774021641.1574469,292,125,38,13,90.6,37.15,20,23040
128,1774025851.1825893,292,135,36,9,93.8,36.6,20,25774
128,1774026457.719727,292,128,43,11,92.1,37.25,20,23439
129,1774021644.1742852,292,126,38,14,90.0,36.56,20,24116
129,1774025854.1997356,292,135,36,9,93.8,35.87,20,26957
129,1774026460.732867,292,130,43,11,92.2,37.94,20,22729
130,1774021647.1880972,295,127,38,14,90.1,39.51,20,19812
130,1774025857.2449424,295,135,36,9,93.8,35.21,20,28026
130,1774026463.7481005,295,131,44,11,92.3,38.56,20,21929
131,1774021650.2048297,295,129,39,14,90.2,40.45,20,18669
131,1774025860.314404,295,136,36,9,93.8,35.13,20,28364
131,1774026466.7980783,295,132,44,11,92.3,38.41,20,22334
132,1774021653.2218153,298,130,39,14,90.3,41.28,20,17519
132,1774025863.3310537,298,137,36,9,93.8,35.75,20,27553
132,1774026469.8902073,298,133,44,11,92.4,38.42,20,22488
133,1774021656.2346103,298,131,39,15,89.7,41.54,20,17245
133,1774025866.349387,298,137,36,9,93.8,35.07,20,28671
133,1774026472.9004188,298,134,44,13,91.2,38.27,20,22898
134,1774021659.2483602,301,131,39,16,89.1,40.91,20,18235
134,1774025869.4404633,301,137,36,9,93.8,34.45,20,29691
134,1774026475.9100916,301,136,44,13,91.3,39.42,20,21363
135,1774021662.2654557,301,132,39,16,89.2,41.03,20,18184
135,1774025872.5577755,301,138,36,9,93.9,34.44,20,29924
135,1774026478.9180837,301,136,45,13,91.3,38.35,20,23109
136,1774021665.2798536,304,132,39,16,89.2,40.43,20,19135
136,1774025875.5732942,304,139,36,9,93.9,34.72,20,29674
136,1774026481.9282165,304,137,45,13,91.3,38.77,20,22589
137,1774021668.2972226,304,133,40,18,88.1,39.09,20,21418
137,1774025878.640506,304,139,36,10,93.3,34.02,20,30841
137,1774026484.938702,304,137,45,13,91.3,37.78,20,24216
138,1774021671.3154588,307,133,40,19,87.5,38.77,20,21929
138,1774025881.737344,307,139,36,10,93.3,33.56,20,31609
138,1774026487.9540274,307,139,45,13,91.4,38.6,20,23202
139,1774021674.3290951,307,135,40,19,87.7,39.64,20,20849
139,1774025884.751436,307,139,36,10,93.3,33.07,20,32426
139,1774026490.9659226,307,139,45,14,90.8,37.24,20,25470
140,1774021677.343305,310,136,40,19,87.7,41.0,20,18784
140,1774025887.7650912,310,139,36,10,93.3,32.61,20,33193
140,1774026982.5770054,310,140,46,14,90.9,36.61,20,26712
141,1774021680.5051131,310,137,42,20,87.3,40.25,20,20155
141,1774025890.7789593,310,141,36,10,93.4,33.27,20,32554
141,1774026985.597351,310,141,46,14,91.0,36.27,20,27478
142,1774021683.5746465,313,138,42,20,87.3,40.41,20,20038
142,1774025893.7875228,313,142,36,10,93.4,33.52,20,32359
142,1774026988.6210225,313,141,46,14,91.0,34.96,20,29695
143,1774021686.587265,313,139,43,20,87.4,40.52,20,19999
143,1774025896.794116,313,144,36,10,93.5,34.37,20,31346
143,1774026991.6379676,313,142,47,14,91.0,34.07,20,31422
144,1774021689.6535115,316,140,43,20,87.5,40.36,20,20412
144,1774025899.9013343,316,145,36,10,93.5,34.17,20,31912
144,1774026994.6904967,316,142,47,14,91.0,34.07,20,31422
145,1774021692.7367933,316,141,43,20,87.6,40.25,20,20744
145,1774025903.0461977,316,146,36,10,93.6,34.28,20,31939
145,1774026997.803253,316,142,47,14,91.0,33.3,20,32734
146,1774021695.7510793,319,141,43,20,87.6,39.94,20,21268
146,1774025906.0528972,319,146,36,10,93.6,33.85,20,32692
146,1774027191.788629,319,144,47,14,91.1,34.5,20,31121
147,1774021698.9278934,319,142,45,21,87.1,39.35,20,22425
147,1774025909.1075854,319,147,36,10,93.6,33.93,20,32775
147,1774027194.8580544,319,145,47,14,91.2,34.36,20,31581
148,1774021702.0055509,322,142,47,21,87.1,37.61,20,25390
148,1774025912.1757057,322,150,36,10,93.8,34.1,20,33138
148,1774027198.066893,322,146,47,15,90.7,33.66,20,33025
149,1774021705.0234923,322,143,48,21,87.2,37.06,20,26512
149,1774025915.1915052,322,150,36,11,93.2,33.5,20,34218
149,1774027201.0925722,322,146,47,15,90.7,33.08,20,34041
150,1774021708.0427732,325,143,48,21,87.2,35.93,20,28451
150,1774025918.2032416,325,151,36,11,93.2,34.22,20,33141
150,1774027204.1149676,325,146,48,15,90.7,32.37,20,35285
151,1774021711.0584986,325,143,48,21,87.2,35.3,20,29532
151,1774025921.2137842,325,152,36,11,93.3,34.17,20,33452
151,1774027207.1332405,325,149,49,15,90.9,33.52,20,33954
152,1774021714.070364,328,144,48,21,87.3,35.2,20,29912
152,1774025924.2276087,328,152,36,11,93.3,33.65,20,34401
152,1774027210.15371,328,150,49,15,90.9,34.66,20,32130
153,1774021717.0771337,328,146,48,21,87.4,35.82,20,29241
153,1774025927.2395205,328,154,36,11,93.3,34.33,20,33597
153,1774027213.2448814,328,150,50,15,90.9,34.28,20,32814
154,1774021720.146782,331,147,48,21,87.5,37.15,20,27095
154,1774025930.245312,331,154,36,11,93.3,33.8,20,34576
154,1774027216.3288434,331,154,52,15,91.1,35.53,20,31379
155,1774021723.3418481,331,149,50,21,87.6,37.42,20,26981
155,1774025933.250921,331,156,36,11,93.4,34.59,20,33546
155,1774027219.3430195,331,155,53,15,91.2,34.63,20,33257
156,1774021726.360145,334,150,50,21,87.7,37.66,20,26730
156,1774025936.2588286,334,156,36,11,93.4,33.3,20,35961
156,1774027222.3602777,334,157,55,15,91.3,34.33,20,34251
157,1774021729.3824773,334,150,50,21,87.7,37.08,20,27774
157,1774025939.2867703,334,156,36,11,93.4,32.94,20,36635
157,1774027225.441368,334,157,56,15,91.3,33.89,20,35080
158,1774021732.3960972,337,151,50,21,87.8,36.86,20,28358
158,1774025942.3689666,337,158,36,11,93.5,33.73,20,35607
158,1774027228.5424356,337,158,56,15,91.3,35.57,20,32118
159,1774021735.6418984,337,151,50,21,87.8,36.39,20,29209
159,1774025945.3756733,337,160,36,11,93.6,34.48,20,34618
159,1774027231.555426,337,159,56,15,91.4,35.54,20,32379
160,1774021738.851418,340,152,50,21,87.9,36.33,20,29512
160,1774025948.3973434,340,160,36,11,93.6,35.11,20,33408
160,1774027234.562175,340,159,56,15,91.4,35.03,20,33352
161,1774021741.9535172,340,153,50,21,87.9,36.5,20,29394
161,1774025951.4076767,340,160,36,11,93.6,34.62,20,34349
161,1774027237.5745783,340,159,56,16,90.9,34.42,20,34516
162,1774021744.99071,343,154,51,21,88.0,35.89,20,30714
162,1774025954.4136114,343,163,36,11,93.7,36.94,20,30455
162,1774027240.5917645,343,159,57,18,89.8,33.0,20,37225
163,1774021748.0339196,343,154,51,21,88.0,35.35,20,31712
163,1774025957.419749,343,164,36,11,93.7,36.99,20,30543
163,1774027243.6103702,343,160,57,18,89.9,33.12,20,37229
164,1774021751.0628388,346,156,51,21,88.1,37.1,20,28848
164,1774025960.5265088,346,166,36,11,93.8,38.16,20,28585
164,1774027246.6867769,346,160,57,19,89.4,32.27,20,38861
165,1774021755.4850097,346,156,51,22,87.6,36.31,20,30326
165,1774025963.6375785,346,167,36,12,93.3,37.87,20,29339
165,1774027249.785875,346,163,58,19,89.6,32.89,20,38377
166,1774021759.3751316,349,156,51,22,87.6,35.47,20,31899
166,1774025966.6596553,349,167,36,12,93.3,38.53,20,28016
166,1774027252.7998908,349,163,58,19,89.6,32.11,20,39902
167,1774021766.1170154,349,156,51,22,87.6,34.95,20,32872
167,1774025969.6857357,349,167,36,13,92.8,37.57,20,29940
167,1774027255.8202748,349,163,58,19,89.6,31.62,20,40861
168,1774021769.4782498,352,158,51,22,87.8,37.16,20,29104
168,1774025972.7083416,352,168,37,13,92.8,38.38,20,28486
168,1774027258.8386557,352,165,59,19,89.7,32.0,20,40610
169,1774021774.4457848,352,158,51,23,87.3,36.38,20,30582
169,1774025975.7323236,352,168,38,14,92.3,37.82,20,29615
169,1774027261.8570962,352,165,59,20,89.2,31.28,20,42035
170,1774021777.4766793,355,160,55,26,86.0,34.63,20,34330
170,1774025978.7558172,355,169,39,14,92.3,38.5,20,28412
170,1774027264.869997,355,169,59,20,89.4,32.98,20,39607
171,1774021780.497569,355,160,55,26,86.0,34.19,20,35174
171,1774025981.7763739,355,169,40,15,91.8,36.93,20,31596
171,1774027267.885487,355,169,59,20,89.4,32.41,20,40763
172,1774021783.537586,358,160,55,26,86.0,34.32,20,34925
172,1774025984.7957876,358,170,41,15,91.9,37.46,20,30702
172,1774027270.9001656,358,172,59,20,89.6,34.3,20,37585
173,1774021786.5595067,358,161,56,26,86.1,34.08,20,35607
173,1774025987.825207,358,174,43,15,92.1,37.88,20,30547
173,1774027273.922616,358,174,59,20,89.7,34.72,20,37146
174,1774021791.2177403,361,162,56,26,86.2,33.45,20,37053
174,1774027276.9421103,361,175,59,20,89.7,34.48,20,37863
175,1774021794.2491422,361,162,56,26,86.2,33.21,20,37519
175,1774027279.9506078,361,175,60,20,89.7,33.28,20,40383
176,1774021797.3000727,364,163,56,26,86.2,34.03,20,36147
176,1774027282.998785,364,175,60,20,89.7,33.17,20,40614
177,1774021800.3123126,364,166,56,26,86.5,35.48,20,33924
177,1774027286.0953894,364,176,60,20,89.8,33.34,20,40487
178,1774021803.3241117,367,166,56,26,86.5,35.98,20,32928
178,1774027289.228572,367,178,61,20,89.9,35.01,20,37380
179,1774021806.3373113,367,167,56,26,86.5,36.29,20,32505
179,1774027292.3295913,367,180,61,20,90.0,35.89,20,35899
180,1774021809.3560438,370,170,56,26,86.7,38.26,20,29070
180,1774027295.3395758,370,182,61,20,90.1,36.67,20,34595
181,1774021812.3722486,370,170,56,26,86.7,37.81,20,29988
181,1774027298.410345,370,182,61,20,90.1,36.21,20,35599
182,1774021815.3890252,373,171,58,26,86.8,37.7,20,30390
182,1774027301.5115542,373,182,61,20,90.1,35.81,20,36473
183,1774021818.4042923,373,171,58,27,86.4,36.73,20,32381
183,1774027304.66273,373,186,62,20,90.3,37.88,20,32654
184,1774021821.42036,376,171,58,27,86.4,35.97,20,33940
184,1774027307.760958,376,186,63,20,90.3,36.78,20,35109
185,1774021824.4354572,376,172,59,27,86.4,36.43,20,33189
185,1774027310.8140411,376,187,63,20,90.3,36.87,20,35096
186,1774021827.4511373,379,173,59,27,86.5,36.79,20,32635
186,1774027313.927176,379,187,63,20,90.3,37.01,20,34782
187,1774021830.4690282,379,174,59,27,86.6,36.88,20,32635
187,1774027316.9348292,379,188,63,20,90.4,37.19,20,34562
188,1774021833.4824064,382,175,59,27,86.6,36.77,20,33054
188,1774027319.9584062,382,189,63,21,90.0,36.91,20,35381
189,1774021836.497937,382,176,59,27,86.7,36.77,20,33243
189,1774027322.9690084,382,189,63,21,90.0,36.58,20,36129
190,1774021839.5857463,385,177,59,27,86.8,36.77,20,33432
190,1774027326.2003028,385,189,63,21,90.0,36.28,20,36810
191,1774021842.6684916,385,178,60,27,86.8,36.52,20,34155
191,1774027329.2959943,385,189,63,22,89.6,35.68,20,38170
192,1774021845.7117386,388,178,61,28,86.4,36.15,20,34945
192,1774027332.398986,388,190,63,22,89.6,35.78,20,38144
193,1774021848.8544428,388,179,61,28,86.5,36.24,20,34948
193,1774027335.4976206,388,190,63,23,89.2,35.57,20,38623
194,1774021851.924095,391,179,61,28,86.5,36.61,20,34153
194,1774027338.641155,391,191,63,23,89.3,35.62,20,38712
195,1774021854.9376533,391,183,61,28,86.7,38.57,20,30612
195,1774027341.7903502,391,192,63,23,89.3,35.89,20,38292
196,1774021858.0903454,394,184,63,28,86.8,37.15,20,33915
197,1774021861.2089906,394,184,64,28,86.8,35.89,20,36697
198,1774021864.2227156,397,184,64,28,86.8,35.7,20,37116
199,1774021867.4305263,397,185,66,29,86.4,34.75,20,39427
200,1774021870.513983,400,185,66,29,86.4,34.47,20,40049
201,1774021873.5348892,400,187,68,29,86.6,34.28,20,40908
202,1774021876.7152646,403,190,70,29,86.8,35.35,20,39125
203,1774021879.768184,403,191,71,29,86.8,35.44,20,39124
